"ChartName","AOI_Character","GazeEventDuration"
"Chart 1.JPG","m",117
"Chart 1.JPG","n",125
"Chart 1.JPG","n",283
"Chart 1.JPG","m",100
"Chart 1.JPG","m",67
"Chart 1.JPG","n",183
"Chart 1.JPG","n",192
"Chart 1.JPG","o",100
"Chart 1.JPG","m",125
"Chart 1.JPG","m",183
"Chart 1.JPG","o",150
"Chart 1.JPG","o",150
"Chart 1.JPG","o",250
"Chart 1.JPG","o",125
"Chart 1.JPG","o",150
"Chart 1.JPG","o",75
"Chart 1.JPG","n",133
"Chart 1.JPG","n",158
"Chart 1.JPG","n",117
"Chart 1.JPG","n",400
"Chart 1.JPG","n",100
"Chart 1.JPG","n",142
"Chart 1.JPG","n",167
"Chart 1.JPG","n",125
"Chart 1.JPG","n",183
"Chart 1.JPG","n",392
"Chart 1.JPG","n",242
"Chart 1.JPG","n",192
"Chart 1.JPG","n",150
"Chart 1.JPG","m",67
"Chart 1.JPG","n",142
"Chart 1.JPG","n",258
"Chart 1.JPG","n",217
"Chart 1.JPG","n",225
"Chart 1.JPG","m",67
"Chart 1.JPG","m",167
"Chart 1.JPG","m",183
"Chart 1.JPG","m",342
"Chart 1.JPG","m",125
"Chart 1.JPG","m",192
"Chart 1.JPG","m",208
"Chart 1.JPG","m",92
"Chart 1.JPG","m",83
"Chart 1.JPG","m",192
"Chart 1.JPG","n",300
"Chart 1.JPG","m",142
"Chart 1.JPG","m",133
"Chart 1.JPG","m",133
"Chart 1.JPG","m",225
"Chart 1.JPG","m",183
"Chart 1.JPG","n",183
"Chart 1.JPG","n",158
"Chart 1.JPG","m",117
"Chart 1.JPG","n",242
"Chart 1.JPG","m",175
"Chart 1.JPG","m",67
"Chart 1.JPG","m",183
"Chart 1.JPG","m",283
"Chart 1.JPG","m",92
"Chart 1.JPG","E",117
"Chart 1.JPG","m",125
"Chart 1.JPG","o",417
"Chart 1.JPG","G",125
"Chart 1.JPG","G",142
"Chart 1.JPG","G",83
"Chart 1.JPG","G",67
"Chart 1.JPG","m",92
"Chart 1.JPG","n",233
"Chart 1.JPG","n",125
"Chart 1.JPG","n",342
"Chart 1.JPG","m",267
"Chart 1.JPG","m",167
"Chart 1.JPG","m",167
"Chart 1.JPG","n",133
"Chart 1.JPG","m",217
"Chart 1.JPG","m",150
"Chart 1.JPG","m",150
"Chart 1.JPG","m",158
"Chart 1.JPG","n",192
"Chart 1.JPG","n",275
"Chart 1.JPG","n",275
"Chart 1.JPG","m",167
"Chart 1.JPG","G",125
"Chart 1.JPG","m",200
"Chart 1.JPG","E",92
"Chart 1.JPG","n",242
"Chart 1.JPG","n",133
"Chart 1.JPG","E",67
"Chart 1.JPG","E",258
"Chart 1.JPG","E",300
"Chart 1.JPG","m",300
"Chart 1.JPG","E",133
"Chart 1.JPG","E",75
"Chart 1.JPG","E",158
"Chart 1.JPG","m",150
"Chart 1.JPG","m",92
"Chart 1.JPG","E",158
"Chart 1.JPG","E",250
"Chart 1.JPG","E",258
"Chart 1.JPG","E",267
"Chart 1.JPG","E",250
"Chart 1.JPG","E",150
"Chart 1.JPG","E",83
"Chart 1.JPG","n",108
"Chart 1.JPG","n",108
"Chart 1.JPG","n",192
"Chart 1.JPG","n",83
"Chart 1.JPG","m",292
"Chart 1.JPG","m",108
"Chart 1.JPG","E",208
"Chart 1.JPG","E",217
"Chart 1.JPG","E",100
"Chart 1.JPG","n",233
"Chart 1.JPG","m",75
"Chart 1.JPG","m",75
"Chart 1.JPG","m",367
"Chart 1.JPG","m",150
"Chart 1.JPG","G",233
"Chart 1.JPG","G",208
"Chart 1.JPG","G",158
"Chart 1.JPG","m",342
"Chart 1.JPG","n",242
"Chart 1.JPG","n",83
"Chart 1.JPG","n",200
"Chart 1.JPG","m",183
"Chart 1.JPG","n",217
"Chart 1.JPG","G",525
"Chart 1.JPG","m",83
"Chart 1.JPG","m",83
"Chart 1.JPG","m",92
"Chart 1.JPG","G",83
"Chart 1.JPG","m",125
"Chart 1.JPG","G",208
"Chart 1.JPG","G",117
"Chart 1.JPG","G",92
"Chart 1.JPG","m",175
"Chart 1.JPG","m",100
"Chart 1.JPG","m",108
"Chart 1.JPG","m",200
"Chart 1.JPG","m",233
"Chart 1.JPG","m",225
"Chart 1.JPG","m",83
"Chart 1.JPG","m",125
"Chart 1.JPG","G",75
"Chart 1.JPG","G",67
"Chart 1.JPG","m",267
"Chart 1.JPG","m",142
"Chart 1.JPG","E",233
"Chart 1.JPG","E",217
"Chart 1.JPG","G",142
"Chart 1.JPG","G",108
"Chart 1.JPG","G",192
"Chart 1.JPG","G",217
"Chart 1.JPG","n",75
"Chart 1.JPG","n",158
"Chart 1.JPG","n",183
"Chart 1.JPG","m",142
"Chart 1.JPG","m",142
"Chart 1.JPG","m",142
"Chart 1.JPG","m",125
"Chart 1.JPG","m",142
"Chart 1.JPG","G",267
"Chart 1.JPG","n",75
"Chart 1.JPG","m",192
"Chart 1.JPG","G",283
"Chart 1.JPG","G",167
"Chart 1.JPG","m",150
"Chart 1.JPG","m",75
"Chart 1.JPG","m",200
"Chart 1.JPG","n",117
"Chart 1.JPG","m",108
"Chart 1.JPG","E",200
"Chart 1.JPG","E",92
"Chart 1.JPG","m",183
"Chart 1.JPG","G",83
"Chart 1.JPG","E",150
"Chart 1.JPG","E",83
"Chart 1.JPG","n",250
"Chart 1.JPG","m",75
"Chart 1.JPG","m",142
"Chart 1.JPG","E",158
"Chart 1.JPG","E",158
"Chart 1.JPG","E",92
"Chart 1.JPG","G",142
"Chart 1.JPG","G",242
"Chart 1.JPG","G",142
"Chart 1.JPG","E",100
"Chart 1.JPG","E",308
"Chart 1.JPG","n",208
"Chart 1.JPG","n",100
"Chart 1.JPG","n",367
"Chart 1.JPG","o",258
"Chart 1.JPG","o",75
"Chart 1.JPG","o",92
"Chart 1.JPG","o",67
"Chart 1.JPG","o",317
"Chart 1.JPG","o",200
"Chart 1.JPG","o",150
"Chart 1.JPG","o",192
"Chart 1.JPG","o",258
"Chart 1.JPG","o",208
"Chart 1.JPG","o",200
"Chart 1.JPG","o",292
"Chart 1.JPG","o",125
"Chart 1.JPG","o",133
"Chart 1.JPG","o",242
"Chart 1.JPG","o",100
"Chart 1.JPG","o",150
"Chart 1.JPG","o",100
"Chart 1.JPG","o",392
"Chart 1.JPG","o",167
"Chart 1.JPG","o",67
"Chart 1.JPG","o",142
"Chart 1.JPG","o",258
"Chart 1.JPG","o",158
"Chart 1.JPG","m",108
"Chart 1.JPG","E",158
"Chart 1.JPG","E",167
"Chart 1.JPG","n",375
"Chart 1.JPG","n",200
"Chart 1.JPG","n",400
"Chart 1.JPG","E",133
"Chart 1.JPG","G",283
"Chart 1.JPG","G",175
"Chart 1.JPG","G",158
"Chart 1.JPG","m",217
"Chart 1.JPG","n",233
"Chart 1.JPG","E",133
"Chart 1.JPG","E",67
"Chart 1.JPG","o",250
"Chart 1.JPG","E",83
"Chart 1.JPG","n",117
"Chart 1.JPG","n",192
"Chart 1.JPG","n",542
"Chart 1.JPG","n",300
"Chart 1.JPG","m",83
"Chart 1.JPG","m",133
"Chart 1.JPG","m",75
"Chart 1.JPG","o",258
"Chart 1.JPG","o",258
"Chart 1.JPG","n",183
"Chart 1.JPG","n",350
"Chart 1.JPG","m",225
"Chart 1.JPG","n",133
"Chart 1.JPG","m",92
"Chart 1.JPG","m",225
"Chart 1.JPG","m",300
"Chart 1.JPG","m",125
"Chart 1.JPG","m",183
"Chart 1.JPG","G",117
"Chart 1.JPG","m",183
"Chart 1.JPG","m",133
"Chart 1.JPG","E",108
"Chart 1.JPG","E",183
"Chart 1.JPG","E",242
"Chart 1.JPG","G",267
"Chart 1.JPG","m",275
"Chart 1.JPG","m",125
"Chart 1.JPG","G",242
"Chart 1.JPG","m",117
"Chart 1.JPG","m",83
"Chart 1.JPG","m",92
"Chart 1.JPG","m",67
"Chart 1.JPG","m",67
"Chart 1.JPG","m",100
"Chart 1.JPG","m",67
"Chart 1.JPG","m",92
"Chart 1.JPG","E",125
"Chart 1.JPG","G",167
"Chart 1.JPG","m",183
"Chart 1.JPG","n",258
"Chart 1.JPG","n",142
"Chart 1.JPG","n",92
"Chart 1.JPG","m",358
"Chart 1.JPG","m",108
"Chart 1.JPG","n",158
"Chart 1.JPG","n",275
"Chart 1.JPG","E",192
"Chart 1.JPG","n",67
"Chart 1.JPG","n",142
"Chart 1.JPG","n",475
"Chart 1.JPG","n",83
"Chart 1.JPG","m",108
"Chart 1.JPG","m",117
"Chart 1.JPG","n",183
"Chart 1.JPG","n",175
"Chart 1.JPG","n",275
"Chart 1.JPG","n",258
"Chart 1.JPG","m",92
"Chart 1.JPG","m",317
"Chart 1.JPG","m",175
"Chart 1.JPG","m",133
"Chart 1.JPG","m",192
"Chart 1.JPG","m",142
"Chart 1.JPG","m",192
"Chart 1.JPG","m",483
"Chart 1.JPG","m",75
"Chart 1.JPG","E",108
"Chart 1.JPG","n",133
"Chart 1.JPG","n",92
"Chart 1.JPG","n",350
"Chart 1.JPG","n",200
"Chart 1.JPG","n",417
"Chart 1.JPG","n",233
"Chart 1.JPG","n",233
"Chart 1.JPG","m",83
"Chart 1.JPG","n",175
"Chart 1.JPG","n",108
"Chart 1.JPG","n",342
"Chart 1.JPG","m",125
"Chart 1.JPG","m",258
"Chart 1.JPG","n",400
"Chart 1.JPG","n",150
"Chart 1.JPG","n",308
"Chart 1.JPG","E",142
"Chart 1.JPG","E",108
"Chart 1.JPG","E",83
"Chart 1.JPG","E",75
"Chart 1.JPG","E",125
"Chart 1.JPG","E",125
"Chart 1.JPG","n",158
"Chart 1.JPG","n",500
"Chart 1.JPG","n",283
"Chart 1.JPG","o",83
"Chart 1.JPG","o",200
"Chart 1.JPG","o",158
"Chart 1.JPG","o",300
"Chart 1.JPG","o",267
"Chart 1.JPG","m",225
"Chart 1.JPG","m",317
"Chart 1.JPG","m",200
"Chart 1.JPG","n",192
"Chart 1.JPG","n",158
"Chart 1.JPG","m",300
"Chart 1.JPG","m",125
"Chart 1.JPG","m",175
"Chart 1.JPG","m",375
"Chart 1.JPG","m",258
"Chart 1.JPG","m",83
"Chart 1.JPG","m",300
"Chart 1.JPG","n",100
"Chart 1.JPG","E",117
"Chart 1.JPG","n",83
"Chart 1.JPG","o",75
"Chart 1.JPG","o",125
"Chart 1.JPG","m",117
"Chart 1.JPG","E",83
"Chart 1.JPG","E",117
"Chart 1.JPG","m",67
"Chart 1.JPG","m",100
"Chart 1.JPG","m",183
"Chart 1.JPG","G",117
"Chart 1.JPG","n",142
"Chart 1.JPG","G",133
"Chart 1.JPG","G",142
"Chart 1.JPG","m",108
"Chart 1.JPG","E",75
"Chart 1.JPG","E",75
"Chart 1.JPG","E",333
"Chart 1.JPG","E",83
"Chart 1.JPG","E",242
"Chart 1.JPG","m",108
"Chart 1.JPG","n",233
"Chart 1.JPG","n",133
"Chart 1.JPG","n",133
"Chart 1.JPG","o",217
"Chart 1.JPG","o",233
"Chart 1.JPG","m",92
"Chart 1.JPG","m",83
"Chart 1.JPG","m",92
"Chart 1.JPG","m",192
"Chart 1.JPG","G",208
"Chart 1.JPG","m",75
"Chart 1.JPG","m",133
"Chart 1.JPG","m",117
"Chart 1.JPG","m",117
"Chart 1.JPG","G",150
"Chart 1.JPG","G",117
"Chart 1.JPG","E",158
"Chart 1.JPG","n",158
"Chart 1.JPG","n",208
"Chart 1.JPG","n",150
"Chart 1.JPG","n",400
"Chart 1.JPG","m",167
"Chart 1.JPG","m",83
"Chart 1.JPG","n",150
"Chart 1.JPG","n",83
"Chart 1.JPG","m",92
"Chart 1.JPG","m",158
"Chart 1.JPG","G",125
"Chart 1.JPG","m",92
"Chart 1.JPG","o",275
"Chart 1.JPG","o",133
"Chart 1.JPG","o",133
"Chart 1.JPG","o",133
"Chart 1.JPG","o",192
"Chart 1.JPG","E",92
"Chart 1.JPG","E",217
"Chart 1.JPG","n",167
"Chart 1.JPG","G",367
"Chart 1.JPG","E",83
"Chart 1.JPG","E",250
"Chart 1.JPG","n",267
"Chart 1.JPG","E",158
"Chart 1.JPG","m",225
"Chart 1.JPG","G",83
"Chart 1.JPG","G",142
"Chart 1.JPG","m",83
"Chart 1.JPG","m",283
"Chart 1.JPG","m",108
"Chart 1.JPG","m",83
"Chart 1.JPG","m",67
"Chart 1.JPG","m",475
"Chart 1.JPG","G",258
"Chart 1.JPG","m",242
"Chart 1.JPG","G",75
"Chart 1.JPG","m",75
"Chart 1.JPG","m",100
"Chart 1.JPG","m",67
"Chart 1.JPG","m",167
"Chart 1.JPG","m",125
"Chart 1.JPG","G",83
"Chart 1.JPG","m",117
"Chart 1.JPG","n",217
"Chart 1.JPG","m",108
"Chart 1.JPG","o",200
"Chart 1.JPG","o",250
"Chart 2.JPG","p",267
"Chart 2.JPG","p",108
"Chart 2.JPG","p",75
"Chart 2.JPG","p",183
"Chart 2.JPG","t",133
"Chart 2.JPG","p",142
"Chart 2.JPG","p",200
"Chart 2.JPG","p",125
"Chart 2.JPG","p",275
"Chart 2.JPG","p",192
"Chart 2.JPG","p",133
"Chart 2.JPG","p",250
"Chart 2.JPG","p",167
"Chart 2.JPG","p",225
"Chart 2.JPG","p",242
"Chart 2.JPG","p",192
"Chart 2.JPG","q",358
"Chart 2.JPG","q",167
"Chart 2.JPG","q",200
"Chart 2.JPG","q",142
"Chart 2.JPG","p",117
"Chart 2.JPG","p",225
"Chart 2.JPG","p",242
"Chart 2.JPG","p",158
"Chart 2.JPG","p",150
"Chart 2.JPG","p",233
"Chart 2.JPG","p",167
"Chart 2.JPG","p",225
"Chart 2.JPG","p",142
"Chart 2.JPG","p",158
"Chart 2.JPG","p",117
"Chart 2.JPG","p",183
"Chart 2.JPG","p",75
"Chart 2.JPG","u",392
"Chart 2.JPG","u",183
"Chart 2.JPG","q",83
"Chart 2.JPG","p",192
"Chart 2.JPG","p",133
"Chart 2.JPG","r",125
"Chart 2.JPG","r",100
"Chart 2.JPG","r",100
"Chart 2.JPG","r",175
"Chart 2.JPG","r",125
"Chart 2.JPG","q",108
"Chart 2.JPG","q",108
"Chart 2.JPG","q",92
"Chart 2.JPG","q",92
"Chart 2.JPG","q",250
"Chart 2.JPG","q",183
"Chart 2.JPG","p",158
"Chart 2.JPG","p",158
"Chart 2.JPG","p",208
"Chart 2.JPG","s",208
"Chart 2.JPG","p",117
"Chart 2.JPG","p",167
"Chart 2.JPG","p",217
"Chart 2.JPG","p",192
"Chart 2.JPG","p",150
"Chart 2.JPG","p",150
"Chart 2.JPG","p",117
"Chart 2.JPG","p",400
"Chart 2.JPG","p",225
"Chart 2.JPG","p",242
"Chart 2.JPG","p",258
"Chart 2.JPG","p",117
"Chart 2.JPG","p",125
"Chart 2.JPG","p",175
"Chart 2.JPG","p",150
"Chart 2.JPG","p",367
"Chart 2.JPG","p",75
"Chart 2.JPG","t",100
"Chart 2.JPG","t",167
"Chart 2.JPG","t",133
"Chart 2.JPG","t",92
"Chart 2.JPG","t",200
"Chart 2.JPG","t",175
"Chart 2.JPG","t",92
"Chart 2.JPG","t",83
"Chart 2.JPG","t",108
"Chart 2.JPG","t",158
"Chart 2.JPG","t",108
"Chart 2.JPG","t",158
"Chart 2.JPG","t",83
"Chart 2.JPG","t",92
"Chart 2.JPG","t",83
"Chart 2.JPG","t",117
"Chart 2.JPG","t",100
"Chart 2.JPG","t",83
"Chart 2.JPG","t",83
"Chart 2.JPG","t",117
"Chart 2.JPG","t",67
"Chart 2.JPG","t",75
"Chart 2.JPG","t",75
"Chart 2.JPG","t",117
"Chart 2.JPG","p",133
"Chart 2.JPG","t",142
"Chart 2.JPG","t",75
"Chart 2.JPG","t",142
"Chart 2.JPG","t",150
"Chart 2.JPG","t",75
"Chart 2.JPG","t",83
"Chart 2.JPG","t",267
"Chart 2.JPG","t",117
"Chart 2.JPG","t",83
"Chart 2.JPG","t",117
"Chart 2.JPG","t",108
"Chart 2.JPG","t",83
"Chart 2.JPG","t",75
"Chart 2.JPG","t",67
"Chart 2.JPG","t",242
"Chart 2.JPG","t",92
"Chart 2.JPG","t",117
"Chart 2.JPG","t",175
"Chart 2.JPG","t",100
"Chart 2.JPG","t",83
"Chart 2.JPG","t",150
"Chart 2.JPG","t",75
"Chart 2.JPG","t",92
"Chart 2.JPG","t",100
"Chart 2.JPG","t",67
"Chart 2.JPG","t",117
"Chart 2.JPG","t",150
"Chart 2.JPG","t",83
"Chart 2.JPG","t",92
"Chart 2.JPG","t",167
"Chart 2.JPG","t",67
"Chart 2.JPG","t",83
"Chart 2.JPG","t",100
"Chart 2.JPG","p",192
"Chart 2.JPG","p",100
"Chart 2.JPG","p",192
"Chart 2.JPG","p",400
"Chart 2.JPG","p",258
"Chart 2.JPG","q",175
"Chart 2.JPG","q",342
"Chart 2.JPG","q",92
"Chart 2.JPG","p",158
"Chart 2.JPG","p",142
"Chart 2.JPG","p",275
"Chart 2.JPG","p",308
"Chart 2.JPG","p",342
"Chart 2.JPG","p",842
"Chart 2.JPG","p",400
"Chart 2.JPG","q",133
"Chart 2.JPG","q",175
"Chart 2.JPG","p",175
"Chart 2.JPG","p",283
"Chart 2.JPG","p",300
"Chart 2.JPG","p",242
"Chart 2.JPG","p",108
"Chart 2.JPG","p",208
"Chart 2.JPG","p",125
"Chart 2.JPG","p",142
"Chart 2.JPG","p",275
"Chart 2.JPG","p",92
"Chart 2.JPG","p",233
"Chart 2.JPG","p",242
"Chart 2.JPG","p",233
"Chart 2.JPG","p",133
"Chart 2.JPG","p",375
"Chart 2.JPG","q",133
"Chart 2.JPG","q",225
"Chart 2.JPG","p",175
"Chart 2.JPG","p",192
"Chart 2.JPG","p",283
"Chart 2.JPG","r",233
"Chart 2.JPG","r",150
"Chart 2.JPG","r",208
"Chart 2.JPG","r",258
"Chart 2.JPG","p",167
"Chart 2.JPG","p",200
"Chart 2.JPG","p",133
"Chart 2.JPG","p",350
"Chart 2.JPG","p",308
"Chart 2.JPG","p",233
"Chart 2.JPG","q",133
"Chart 2.JPG","p",133
"Chart 2.JPG","q",67
"Chart 2.JPG","q",383
"Chart 2.JPG","p",217
"Chart 2.JPG","p",225
"Chart 2.JPG","p",167
"Chart 2.JPG","u",292
"Chart 2.JPG","u",367
"Chart 2.JPG","r",100
"Chart 2.JPG","r",83
"Chart 2.JPG","r",75
"Chart 2.JPG","r",250
"Chart 2.JPG","p",133
"Chart 2.JPG","p",125
"Chart 2.JPG","p",125
"Chart 2.JPG","p",125
"Chart 2.JPG","p",158
"Chart 2.JPG","p",100
"Chart 2.JPG","p",217
"Chart 2.JPG","p",208
"Chart 2.JPG","p",300
"Chart 2.JPG","p",525
"Chart 2.JPG","p",358
"Chart 2.JPG","p",158
"Chart 2.JPG","p",142
"Chart 2.JPG","p",117
"Chart 2.JPG","p",117
"Chart 2.JPG","p",367
"Chart 2.JPG","p",92
"Chart 2.JPG","p",158
"Chart 2.JPG","p",125
"Chart 2.JPG","t",150
"Chart 2.JPG","t",117
"Chart 2.JPG","p",333
"Chart 2.JPG","p",350
"Chart 2.JPG","p",342
"Chart 2.JPG","p",175
"Chart 2.JPG","p",358
"Chart 2.JPG","p",108
"Chart 2.JPG","p",258
"Chart 2.JPG","q",233
"Chart 2.JPG","p",100
"Chart 2.JPG","p",175
"Chart 2.JPG","p",200
"Chart 2.JPG","p",192
"Chart 2.JPG","p",100
"Chart 2.JPG","p",208
"Chart 2.JPG","p",283
"Chart 2.JPG","p",175
"Chart 2.JPG","p",117
"Chart 2.JPG","p",183
"Chart 2.JPG","p",158
"Chart 2.JPG","p",83
"Chart 2.JPG","p",167
"Chart 2.JPG","p",333
"Chart 2.JPG","p",167
"Chart 2.JPG","p",200
"Chart 2.JPG","p",200
"Chart 2.JPG","p",275
"Chart 2.JPG","p",175
"Chart 2.JPG","q",242
"Chart 2.JPG","p",442
"Chart 2.JPG","t",158
"Chart 2.JPG","t",200
"Chart 2.JPG","p",217
"Chart 2.JPG","q",183
"Chart 2.JPG","q",450
"Chart 2.JPG","p",367
"Chart 2.JPG","p",350
